Index,lat,long,County,Total Population,State
52250,43.36144638,-78.46083832,orleans,42204,new york
52251,43.36144638,-78.41500092,orleans,42204,new york
52252,43.36144638,-78.26603699,orleans,42204,new york
52253,43.36717606,-78.20874023,orleans,42204,new york
52254,43.36144638,-78.1858139,orleans,42204,new york
52255,43.36717606,-78.09414673,orleans,42204,new york
52256,43.36144638,-78.0082016,orleans,42204,new york
52257,43.18383026,-76.00285339,oswego,121183,new york
52258,43.18955612,-76.03723145,oswego,121183,new york
52259,43.20101929,-76.05441284,oswego,121183,new york
52260,43.20101929,-76.07733917,oswego,121183,new york
52261,43.20101929,-76.08879089,oswego,121183,new york
52262,43.2182045,-76.10025024,oswego,121183,new york
52263,43.2411232,-76.14608765,oswego,121183,new york
52264,43.2640419,-76.17473602,oswego,121183,new york
52265,43.26977539,-76.19192505,oswego,121183,new york
52266,43.2640419,-76.19766235,oswego,121183,new york
52267,43.23539352,-76.19766235,oswego,121183,new york
52268,43.21247482,-76.20339203,oswego,121183,new york
52269,43.21247482,-76.21484375,oswego,121183,new york
52270,43.23539352,-76.26068115,oswego,121183,new york
52271,43.22393799,-76.26068115,oswego,121183,new york
52272,43.2182045,-76.26068115,oswego,121183,new york
52273,43.20101929,-76.28359985,oswego,121183,new york
52274,43.2182045,-76.28933716,oswego,121183,new york
52275,43.22393799,-76.31224823,oswego,121183,new york
52276,43.22393799,-76.47840881,oswego,121183,new york
52277,43.25258255,-76.48413849,oswego,121183,new york
52278,43.25258255,-76.61019135,oswego,121183,new york
52279,43.41873932,-76.61592102,oswego,121183,new york
52280,43.44739151,-76.57581329,oswego,121183,new york
52281,43.44739151,-76.51851654,oswego,121183,new york
52282,43.45312119,-76.50704956,oswego,121183,new york
52283,43.47603989,-76.49559784,oswego,121183,new york
52284,43.49895477,-76.48413849,oswego,121183,new york
52285,43.52187347,-76.44976044,oswego,121183,new york
52286,43.52187347,-76.40392303,oswego,121183,new york
52287,43.51041412,-76.34662628,oswego,121183,new york
52288,43.51041412,-76.28359985,oswego,121183,new york
52289,43.53333282,-76.26068115,oswego,121183,new york
52290,43.5619812,-76.23203278,oswego,121183,new york
52291,43.59062958,-76.2263031,oswego,121183,new york
52292,43.64219284,-76.22057343,oswego,121183,new york
52293,43.68230057,-76.21484375,oswego,121183,new york
52294,43.67084122,-76.02577209,oswego,121183,new york
52295,43.70521927,-76.02577209,oswego,121183,new york
52296,43.68803024,-75.77366638,oswego,121183,new york
52297,43.47031021,-75.75647736,oswego,121183,new york
52298,43.48176575,-75.82523346,oswego,121183,new york
52299,43.32133865,-75.88825989,oswego,121183,new york
52300,43.31560898,-75.87107086,oswego,121183,new york
52301,43.15518188,-75.88825989,oswego,121183,new york
52302,43.16091156,-75.93409729,oswego,121183,new york
52303,43.17810059,-75.93982697,oswego,121183,new york
52304,43.18383026,-75.97993469,oswego,121183,new york
52305,43.18383026,-76.00285339,oswego,121183,new york
52306,42.86297226,-74.77098846,otsego,61399,new york
52307,42.82859421,-74.65640259,otsego,61399,new york
52308,42.79421997,-74.66786194,otsego,61399,new york
52309,42.77130127,-74.66786194,otsego,61399,new york
52310,42.66243744,-74.63348389,otsego,61399,new york
52311,42.62805939,-74.63348389,otsego,61399,new york
52312,42.51346588,-74.71369934,otsego,61399,new york
52313,42.51346588,-74.75953674,otsego,61399,new york
52314,42.50774002,-74.77671814,otsego,61399,new york
52315,42.51346588,-74.83401489,otsego,61399,new york
52316,42.47336197,-74.931427,otsego,61399,new york
52317,42.48482132,-74.93714905,otsego,61399,new york
52318,42.47336197,-74.96006775,otsego,61399,new york
52319,42.45044327,-74.98298645,otsego,61399,new york
52320,42.44471359,-75.00017548,otsego,61399,new york
52321,42.45617294,-75.01163483,otsego,61399,new york
52322,42.43898392,-75.0173645,otsego,61399,new york
52323,42.43898392,-75.0574646,otsego,61399,new york
52324,42.41033554,-75.10903931,otsego,61399,new york
52325,42.40460968,-75.10903931,otsego,61399,new york
52326,42.38741684,-75.12622833,otsego,61399,new york
52327,42.39314651,-75.14340973,otsego,61399,new york
52328,42.37022781,-75.18924713,otsego,61399,new york
52329,42.37595749,-75.19497681,otsego,61399,new york
52330,42.35303879,-75.25228119,otsego,61399,new york
52331,42.33585358,-75.29811859,otsego,61399,new york
52332,42.32439041,-75.33822632,otsego,61399,new york
52333,42.32439041,-75.37832642,otsego,61399,new york
52334,42.31293488,-75.41270447,otsego,61399,new york
52335,42.35877228,-75.40124512,otsego,61399,new york
52336,42.37595749,-75.40124512,otsego,61399,new york
52337,42.41606522,-75.38406372,otsego,61399,new york
52338,42.45617294,-75.39551544,otsego,61399,new york
52339,42.50201035,-75.40124512,otsego,61399,new york
52340,42.53065491,-75.38978577,otsego,61399,new york
52341,42.57076263,-75.34967804,otsego,61399,new york
52342,42.59941101,-75.33248901,otsego,61399,new york
52343,42.62232971,-75.32675934,otsego,61399,new york
52344,42.66816711,-75.32675934,otsego,61399,new york
52345,42.67962646,-75.32102966,otsego,61399,new york
52346,42.75411224,-75.29238892,otsego,61399,new york
52347,42.78275681,-75.27519226,otsego,61399,new york
52348,42.81713867,-75.25228119,otsego,61399,new york
52349,42.8343277,-75.24655151,otsego,61399,new york
52350,42.86870193,-75.24655151,otsego,61399,new york
52351,42.87443161,-75.24081421,otsego,61399,new york
52352,42.87443161,-75.22362518,otsego,61399,new york
52353,42.86297226,-75.22362518,otsego,61399,new york
52354,42.86297226,-75.15487671,otsego,61399,new york
52355,42.90307999,-75.12049866,otsego,61399,new york
52356,42.82859421,-74.9256897,otsego,61399,new york
52357,42.84005356,-74.89704132,otsego,61399,new york
52358,42.89735031,-74.89704132,otsego,61399,new york
52359,42.86297226,-74.77098846,otsego,61399,new york
52360,41.53371048,-73.54486084,putnam,99488,new york
52361,41.36755371,-73.55632019,putnam,99488,new york
52362,41.32744598,-73.96884918,putnam,99488,new york
52363,41.36755371,-73.95738983,putnam,99488,new york
52364,41.40192795,-73.95166016,putnam,99488,new york
52365,41.41911697,-73.96311951,putnam,99488,new york
52366,41.43058014,-73.97457886,putnam,99488,new york
52367,41.48787308,-73.93447876,putnam,99488,new york
52368,41.53371048,-73.54486084,putnam,99488,new york
52369,40.7774086,-73.7625885,queens,2301139,new york
52370,40.76021576,-73.72821045,queens,2301139,new york
52371,40.73730087,-73.71102142,queens,2301139,new york
52372,40.72584152,-73.71102142,queens,2301139,new york
52373,40.72010803,-73.72248077,queens,2301139,new york
52374,40.71438217,-73.72821045,queens,2301139,new york
52375,40.66281509,-73.7167511,queens,2301139,new york
52376,40.64562607,-73.72248077,queens,2301139,new york
52377,40.62270737,-73.73394012,queens,2301139,new york
52378,40.61124802,-73.74539185,queens,2301139,new york
52379,40.57686996,-73.7167511,queens,2301139,new york
52380,40.56541061,-73.76831818,queens,2301139,new york
52381,40.56541061,-73.81415558,queens,2301139,new york
52382,40.55395126,-73.85426331,queens,2301139,new york
52383,40.5482254,-73.88290405,queens,2301139,new york
52384,40.55395126,-73.91155243,queens,2301139,new york
52385,40.56541061,-73.90010071,queens,2301139,new york
52386,40.57686996,-73.86571503,queens,2301139,new york
52387,40.58832932,-73.8256073,queens,2301139,new york
52388,40.59406281,-73.79122925,queens,2301139,new york
52389,40.61124802,-73.77977753,queens,2301139,new york
52390,40.62270737,-73.77977753,queens,2301139,new york
52391,40.63989639,-73.79696655,queens,2301139,new york
52392,40.63416672,-73.83133698,queens,2301139,new york
52393,40.63416672,-73.86571503,queens,2301139,new york
52394,40.65708542,-73.88290405,queens,2301139,new york
52395,40.67427444,-73.89437103,queens,2301139,new york
52396,40.68000412,-73.92301178,queens,2301139,new york
52397,40.69719315,-73.94020844,queens,2301139,new york
52398,40.7086525,-73.93447876,queens,2301139,new york
52399,40.72010803,-73.94593048,queens,2301139,new york
52400,40.77167892,-73.91155243,queens,2301139,new york
52401,40.76594543,-73.88864136,queens,2301139,new york
52402,40.7544899,-73.86571503,queens,2301139,new york
52403,40.76021576,-73.84853363,queens,2301139,new york
52404,40.7774086,-73.83133698,queens,2301139,new york
52405,40.8003273,-73.81415558,queens,2301139,new york
52406,40.78313446,-73.8084259,queens,2301139,new york
52407,40.77167892,-73.77404785,queens,2301139,new york
52408,40.7774086,-73.7625885,queens,2301139,new york
52409,42.51346588,-73.35005951,rensselaer,159900,new york
52410,42.46762848,-73.78549957,rensselaer,159900,new york
52411,42.53065491,-73.77404785,rensselaer,159900,new york
52412,42.57076263,-73.7625885,rensselaer,159900,new york
52413,42.59941101,-73.75685883,rensselaer,159900,new york
52414,42.61087418,-73.7625885,rensselaer,159900,new york
52415,42.63378906,-73.74539185,rensselaer,159900,new york
52416,42.66816711,-73.73966217,rensselaer,159900,new york
52417,42.69681549,-73.72248077,rensselaer,159900,new york
52418,42.7884903,-73.67664337,rensselaer,159900,new york
52419,42.81713867,-73.6709137,rensselaer,159900,new york
52420,42.84005356,-73.6709137,rensselaer,159900,new york
52421,42.87443161,-73.6709137,rensselaer,159900,new york
52422,42.89735031,-73.6709137,rensselaer,159900,new york
52423,42.91453934,-73.65372467,rensselaer,159900,new york
52424,42.93172836,-73.64226532,rensselaer,159900,new york
52425,42.9431839,-73.64226532,rensselaer,159900,new york
52426,42.94891739,-73.45318604,rensselaer,159900,new york
52427,42.96037674,-73.43600464,rensselaer,159900,new york
52428,42.95464706,-73.41880798,rensselaer,159900,new york
52429,42.95464706,-73.39589691,rensselaer,159900,new york
52430,42.94891739,-73.38442993,rensselaer,159900,new york
52431,42.9431839,-73.28130341,rensselaer,159900,new york
52432,42.89735031,-73.28130341,rensselaer,159900,new york
52433,42.84005356,-73.27557373,rensselaer,159900,new york
52434,42.81713867,-73.28130341,rensselaer,159900,new york
52435,42.7884903,-73.28130341,rensselaer,159900,new york
52436,42.74265289,-73.28130341,rensselaer,159900,new york
52437,42.70254517,-73.27557373,rensselaer,159900,new york
52438,42.59941101,-73.31568146,rensselaer,159900,new york
52439,42.51346588,-73.35005951,rensselaer,159900,new york
52440,40.65135574,-74.16938782,richmond,472481,new york
52441,40.65708542,-74.14646912,richmond,472481,new york
52442,40.66281509,-74.09490204,richmond,472481,new york
52443,40.61124802,-74.06052399,richmond,472481,new york
52444,40.58832932,-74.08344269,richmond,472481,new york
52445,40.55395126,-74.12928009,richmond,472481,new york
52446,40.53103638,-74.16365814,richmond,472481,new york
52447,40.50811768,-74.18657684,richmond,472481,new york
52448,40.49092865,-74.23241425,richmond,472481,new york
52449,40.48519897,-74.27824402,richmond,472481,new york
52450,40.50811768,-74.29544067,richmond,472481,new york
52451,40.51957321,-74.28970337,richmond,472481,new york
52452,40.53103638,-74.26106262,richmond,472481,new york
52453,40.55395126,-74.24386597,richmond,472481,new york
52454,40.58259964,-74.23241425,richmond,472481,new york
52455,40.61124802,-74.2209549,richmond,472481,new york
52456,40.62270737,-74.20376587,richmond,472481,new york
52457,40.65135574,-74.18084717,richmond,472481,new york
52458,40.65135574,-74.16938782,richmond,472481,new york
52459,41.14410019,-74.23813629,rockland,320688,new york
52460,41.32744598,-73.96884918,rockland,320688,new york
52461,41.31025696,-73.96884918,rockland,320688,new york
52462,41.29306793,-73.96311951,rockland,320688,new york
52463,41.28160858,-73.95738983,rockland,320688,new york
52464,41.25868988,-73.96311951,rockland,320688,new york
52465,41.24723053,-73.96311951,rockland,320688,new york
52466,41.23004532,-73.95738983,rockland,320688,new york
52467,41.18993759,-73.91155243,rockland,320688,new york
52468,41.15555573,-73.89437103,rockland,320688,new york
52469,41.12691116,-73.89437103,rockland,320688,new york
52470,40.99512863,-73.90010071,rockland,320688,new york
52471,41.12691116,-74.19229889,rockland,320688,new york
52472,41.14410019,-74.23813629,rockland,320688,new york
52473,44.21515274,-75.44708252,st lawrence,112011,new york
52474,44.39276886,-75.82523346,st lawrence,112011,new york
52475,44.41568756,-75.81377411,st lawrence,112011,new york
52476,44.45006561,-75.79086304,st lawrence,112011,new york
52477,44.47871399,-75.77939606,st lawrence,112011,new york
52478,44.49590302,-75.79086304,st lawrence,112011,new york
52479,44.54174042,-75.75075531,st lawrence,112011,new york
52480,44.60476685,-75.64761353,st lawrence,112011,new york
52481,44.71935654,-75.48146057,st lawrence,112011,new york
52482,44.85686493,-75.28665161,st lawrence,112011,new york
52483,44.87978363,-75.21790314,st lawrence,112011,new york
52484,44.93135071,-75.09185028,st lawrence,112011,new york
52485,44.94853973,-75.03455353,st lawrence,112011,new york
52486,44.97145844,-75.00590515,st lawrence,112011,new york
52487,44.98864746,-74.94287872,st lawrence,112011,new york
52488,44.99437714,-74.89704132,st lawrence,112011,new york
52489,45.01156616,-74.8397522,st lawrence,112011,new york
52490,45.01156616,-74.81109619,st lawrence,112011,new york
52491,44.99437714,-74.74234009,st lawrence,112011,new york
52492,44.99437714,-74.72515869,st lawrence,112011,new york
52493,44.95426941,-74.71942902,st lawrence,112011,new york
52494,44.95426941,-74.64494324,st lawrence,112011,new york
52495,44.15785599,-74.53034973,st lawrence,112011,new york
52496,44.14639664,-74.55326843,st lawrence,112011,new york
52497,44.10055923,-74.54753876,st lawrence,112011,new york
52498,44.066185,-74.86266327,st lawrence,112011,new york
52499,44.04899597,-75.08612061,st lawrence,112011,new york
52500,44.0891037,-75.17206573,st lawrence,112011,new york
52501,44.21515274,-75.44708252,st lawrence,112011,new york
52502,42.95464706,-74.08917236,saratoga,223774,new york
52503,42.98329163,-74.09490204,saratoga,223774,new york
52504,43.25258255,-74.14646912,saratoga,223774,new york
52505,43.37290573,-74.16365814,saratoga,223774,new york
52506,43.39582062,-73.88290405,saratoga,223774,new york
52507,43.29841995,-73.83706665,saratoga,223774,new york
52508,43.29269028,-73.83133698,saratoga,223774,new york
52509,43.25831223,-73.84280396,saratoga,223774,new york
52510,43.25258255,-73.83133698,saratoga,223774,new york
52511,43.25258255,-73.8084259,saratoga,223774,new york
52512,43.2411232,-73.79122925,saratoga,223774,new york
52513,43.23539352,-73.77404785,saratoga,223774,new york
52514,43.2411232,-73.7625885,saratoga,223774,new york
52515,43.27550125,-73.74539185,saratoga,223774,new york
52516,43.28123093,-73.7167511,saratoga,223774,new york
52517,43.28123093,-73.70529175,saratoga,223774,new york
52518,43.28123093,-73.6938324,saratoga,223774,new york
52519,43.26977539,-73.68810272,saratoga,223774,new york
52520,43.26977539,-73.67664337,saratoga,223774,new york
52521,43.28123093,-73.67664337,saratoga,223774,new york
52522,43.29841995,-73.6709137,saratoga,223774,new york
52523,43.30414963,-73.63080597,saratoga,223774,new york
52524,43.29841995,-73.60215759,saratoga,223774,new york
52525,43.28123093,-73.60215759,saratoga,223774,new york
52526,43.2640419,-73.60788727,saratoga,223774,new york
52527,43.21247482,-73.58496857,saratoga,223774,new york
52528,43.16664124,-73.58496857,saratoga,223774,new york
52529,43.12080383,-73.58496857,saratoga,223774,new york
52530,43.09788513,-73.57351685,saratoga,223774,new york
52531,43.06351089,-73.57923889,saratoga,223774,new york
52532,43.00621033,-73.60788727,saratoga,223774,new york
52533,42.97756577,-73.63080597,saratoga,223774,new york
52534,42.9431839,-73.64226532,saratoga,223774,new york
52535,42.93172836,-73.64226532,saratoga,223774,new york
52536,42.91453934,-73.65372467,saratoga,223774,new york
52537,42.89735031,-73.6709137,saratoga,223774,new york
52538,42.87443161,-73.6709137,saratoga,223774,new york
52539,42.84005356,-73.6709137,saratoga,223774,new york
52540,42.81713867,-73.6709137,saratoga,223774,new york
52541,42.7884903,-73.67664337,saratoga,223774,new york
52542,42.7884903,-73.71102142,saratoga,223774,new york
52543,42.811409,-73.72248077,saratoga,223774,new york
52544,42.81713867,-73.74539185,saratoga,223774,new york
52545,42.81713867,-73.75685883,saratoga,223774,new york
52546,42.79421997,-73.78549957,saratoga,223774,new york
52547,42.78275681,-73.81988525,saratoga,223774,new york
52548,42.81713867,-73.84280396,saratoga,223774,new york
52549,42.81713867,-73.85426331,saratoga,223774,new york
52550,42.8343277,-73.88290405,saratoga,223774,new york
52551,42.8572464,-73.90010071,saratoga,223774,new york
52552,42.87443161,-73.90582275,saratoga,223774,new york
52553,42.91453934,-73.91155243,saratoga,223774,new york
52554,42.89735031,-73.95738983,saratoga,223774,new york
52555,42.95464706,-74.04906464,saratoga,223774,new york
52556,42.95464706,-74.08917236,saratoga,223774,new york
52557,42.95464706,-74.08917236,schenectady,154796,new york
52558,42.95464706,-74.04906464,schenectady,154796,new york
52559,42.89735031,-73.95738983,schenectady,154796,new york
52560,42.91453934,-73.91155243,schenectady,154796,new york
52561,42.87443161,-73.90582275,schenectady,154796,new york
52562,42.8572464,-73.90010071,schenectady,154796,new york
52563,42.8343277,-73.88290405,schenectady,154796,new york
52564,42.81713867,-73.85426331,schenectady,154796,new york
52565,42.81713867,-73.84280396,schenectady,154796,new york
52566,42.78275681,-73.81988525,schenectady,154796,new york
52567,42.73119354,-74.17511749,schenectady,154796,new york
52568,42.71400452,-74.18657684,schenectady,154796,new york
52569,42.71400452,-74.19229889,schenectady,154796,new york
52570,42.72546387,-74.24386597,schenectady,154796,new york
52571,42.71400452,-74.24386597,schenectady,154796,new york
52572,42.74838257,-74.3126297,schenectady,154796,new york
52573,42.7598381,-74.27824402,schenectady,154796,new york
52574,42.77702713,-74.26106262,schenectady,154796,new york
52575,42.79994583,-74.24960327,schenectady,154796,new york
52576,42.95464706,-74.08917236,schenectady,154796,new york
52577,42.82859421,-74.65640259,schoharie,31913,new york
52578,42.811409,-74.55326843,schoharie,31913,new york
52579,42.77130127,-74.46159363,schoharie,31913,new york
52580,42.7884903,-74.27824402,schoharie,31913,new york
52581,42.79994583,-74.24960327,schoharie,31913,new york
52582,42.77702713,-74.26106262,schoharie,31913,new york
52583,42.7598381,-74.27824402,schoharie,31913,new york
52584,42.74838257,-74.3126297,schoharie,31913,new york
52585,42.71400452,-74.24386597,schoharie,31913,new york
52586,42.72546387,-74.24386597,schoharie,31913,new york
52587,42.71400452,-74.19229889,schoharie,31913,new york
52588,42.71400452,-74.18657684,schoharie,31913,new york
52589,42.73119354,-74.17511749,schoharie,31913,new york
52590,42.70254517,-74.16365814,schoharie,31913,new york
52591,42.67389679,-74.16938782,schoharie,31913,new york
52592,42.62232971,-74.19229889,schoharie,31913,new york
52593,42.58795547,-74.20949554,schoharie,31913,new york
52594,42.56503677,-74.23241425,schoharie,31913,new york
52595,42.50774002,-74.22668457,schoharie,31913,new york
52596,42.46762848,-74.24960327,schoharie,31913,new york
52597,42.41606522,-74.27252197,schoharie,31913,new york
52598,42.41033554,-74.25533295,schoharie,31913,new york
52599,42.37595749,-74.24386597,schoharie,31913,new york
52600,42.35877228,-74.25533295,schoharie,31913,new york
52601,42.35877228,-74.28397369,schoharie,31913,new york
52602,42.35877228,-74.34127808,schoharie,31913,new york
52603,42.37595749,-74.36418915,schoharie,31913,new york
52604,42.38169098,-74.39284515,schoharie,31913,new york
52605,42.35303879,-74.46159363,schoharie,31913,new york
52606,42.41606522,-74.61629486,schoharie,31913,new york
52607,42.51346588,-74.71369934,schoharie,31913,new york
52608,42.62805939,-74.63348389,schoharie,31913,new york
52609,42.66243744,-74.63348389,schoharie,31913,new york
52610,42.77130127,-74.66786194,schoharie,31913,new york
52611,42.79421997,-74.66786194,schoharie,31913,new york
52612,42.82859421,-74.65640259,schoharie,31913,new york
52613,42.54211807,-76.90812683,schuyler,18410,new york
52614,42.55357361,-76.70186615,schuyler,18410,new york
52615,42.41606522,-76.69039917,schuyler,18410,new york
52616,42.39887619,-76.68466949,schuyler,18410,new york
52617,42.35877228,-76.68466949,schuyler,18410,new york
52618,42.29001617,-76.69039917,schuyler,18410,new york
52619,42.29001617,-76.61592102,schuyler,18410,new york
52620,42.24990845,-76.61592102,schuyler,18410,new york
52621,42.23271942,-76.65029907,schuyler,18410,new york
52622,42.2384491,-76.66748047,schuyler,18410,new york
52623,42.24417877,-76.69039917,schuyler,18410,new york
52624,42.24990845,-76.69039917,schuyler,18410,new york
52625,42.24990845,-76.74197388,schuyler,18410,new york
52626,42.29574585,-76.74197388,schuyler,18410,new york
52627,42.29574585,-76.83937073,schuyler,18410,new york
52628,42.29001617,-76.96541595,schuyler,18410,new york
52629,42.27855682,-76.96541595,schuyler,18410,new york
52630,42.27855682,-77.10866547,schuyler,18410,new york
52631,42.49054718,-77.11439514,schuyler,18410,new york
52632,42.49054718,-76.99979401,schuyler,18410,new york
52633,42.46762848,-76.99406433,schuyler,18410,new york
52634,42.46762848,-76.97115326,schuyler,18410,new york
52635,42.46190262,-76.96541595,schuyler,18410,new york
52636,42.46762848,-76.89666748,schuyler,18410,new york
52637,42.52492905,-76.90239716,schuyler,18410,new york
52638,42.54211807,-76.90812683,schuyler,18410,new york
52639,43.01767349,-76.95968628,seneca,35144,new york
52640,43.02339935,-76.7305069,seneca,35144,new york
52641,43.00621033,-76.73623657,seneca,35144,new york
52642,42.9890213,-76.74197388,seneca,35144,new york
52643,42.95464706,-76.7305069,seneca,35144,new york
52644,42.92599869,-76.74197388,seneca,35144,new york
52645,42.90307999,-76.73623657,seneca,35144,new york
52646,42.87443161,-76.71904755,seneca,35144,new york
52647,42.85151291,-76.71904755,seneca,35144,new york
52648,42.80567551,-76.7305069,seneca,35144,new york
52649,42.77702713,-76.74197388,seneca,35144,new york
52650,42.7598381,-76.73623657,seneca,35144,new york
52651,42.72546387,-76.73623657,seneca,35144,new york
52652,42.67962646,-76.68466949,seneca,35144,new york
52653,42.62805939,-76.66748047,seneca,35144,new york
52654,42.60514069,-76.65602875,seneca,35144,new york
52655,42.57649231,-76.62737274,seneca,35144,new york
52656,42.55357361,-76.59872437,seneca,35144,new york
52657,42.55357361,-76.70186615,seneca,35144,new york
52658,42.54211807,-76.90812683,seneca,35144,new york
52659,42.61660004,-76.93677521,seneca,35144,new york
52660,42.62232971,-76.93677521,seneca,35144,new york
52661,42.64524841,-76.93104553,seneca,35144,new york
52662,42.66243744,-76.93104553,seneca,35144,new york
52663,42.67389679,-76.9539566,seneca,35144,new york
52664,42.68535614,-76.97115326,seneca,35144,new york
52665,42.7598381,-76.98261261,seneca,35144,new york
52666,42.79994583,-76.99406433,seneca,35144,new york
52667,42.811409,-76.99406433,seneca,35144,new york
52668,42.84005356,-76.97688293,seneca,35144,new york
52669,42.86870193,-76.97688293,seneca,35144,new york
52670,42.87443161,-76.96541595,seneca,35144,new york
52671,42.89162064,-76.95968628,seneca,35144,new york
52672,43.01767349,-76.95968628,seneca,35144,new york
52673,41.99780655,-76.97115326,steuben,98665,new york
52674,42.00353622,-77.61286163,steuben,98665,new york
52675,42.00353622,-77.76183319,steuben,98665,new york
52676,42.41606522,-77.73891449,steuben,98665,new york
52677,42.41606522,-77.73317719,steuben,98665,new york
52678,42.46762848,-77.73317719,steuben,98665,new york
52679,42.53065491,-77.72745514,steuben,98665,new york
52680,42.53065491,-77.67015839,steuben,98665,new york
52681,42.57649231,-77.66442871,steuben,98665,new york
52682,42.58222198,-77.49253845,steuben,98665,new york
52683,42.58222198,-77.3664856,steuben,98665,new york
52684,42.57649231,-77.14876556,steuben,98665,new york
52685,42.50201035,-77.14876556,steuben,98665,new york
52686,42.50201035,-77.13730621,steuben,98665,new york
52687,42.50201035,-77.12011719,steuben,98665,new york
52688,42.49054718,-77.11439514,steuben,98665,new york
52689,42.27855682,-77.10866547,steuben,98665,new york
52690,42.27855682,-76.96541595,steuben,98665,new york
52691,41.99780655,-76.97115326,steuben,98665,new york
52692,40.89199829,-73.48184204,suffolk,1501373,new york
52693,40.91491699,-73.49329376,suffolk,1501373,new york
52694,40.93210602,-73.48184204,suffolk,1501373,new york
52695,40.93783569,-73.46464539,suffolk,1501373,new york
52696,40.90918732,-73.41880798,suffolk,1501373,new york
52697,40.90918732,-73.39016724,suffolk,1501373,new york
52698,40.93210602,-73.37297058,suffolk,1501373,new york
52699,40.93210602,-73.35005951,suffolk,1501373,new york
52700,40.90918732,-73.235466,suffolk,1501373,new york
52701,40.91491699,-73.20108795,suffolk,1501373,new york
52702,40.92637253,-73.17243958,suffolk,1501373,new york
52703,40.96075439,-73.1667099,suffolk,1501373,new york
52704,40.97220993,-73.13233185,suffolk,1501373,new york
52705,40.95502472,-73.09222412,suffolk,1501373,new york
52706,40.95502472,-72.96617126,suffolk,1501373,new york
52707,40.96648026,-72.81720734,suffolk,1501373,new york
52708,40.97220993,-72.70261383,suffolk,1501373,new york
52709,40.98939896,-72.63385773,suffolk,1501373,new york
52710,41.01231766,-72.5765686,suffolk,1501373,new york
52711,41.05815506,-72.50208282,suffolk,1501373,new york
52712,41.10971832,-72.42186737,suffolk,1501373,new york
52713,41.14410019,-72.34164429,suffolk,1501373,new york
52714,41.15555573,-72.30727386,suffolk,1501373,new york
52715,41.14410019,-72.26143646,suffolk,1501373,new york
52716,41.13263702,-72.26716614,suffolk,1501373,new york
52717,41.12118149,-72.29008484,suffolk,1501373,new york
52718,41.12691116,-72.34164429,suffolk,1501373,new york
52719,41.09826279,-72.35884094,suffolk,1501373,new york
52720,41.08107376,-72.39321899,suffolk,1501373,new york
52721,41.06961441,-72.42186737,suffolk,1501373,new york
52722,41.02950668,-72.4161377,suffolk,1501373,new york
52723,41.02378082,-72.45051575,suffolk,1501373,new york
52724,40.99512863,-72.47342682,suffolk,1501373,new york
52725,40.9836731,-72.50208282,suffolk,1501373,new york
52726,40.9836731,-72.5307312,suffolk,1501373,new york
52727,40.97220993,-72.5479126,suffolk,1501373,new york
52728,40.94929123,-72.56510162,suffolk,1501373,new york
52729,40.93783569,-72.58802032,suffolk,1501373,new york
52730,40.93210602,-72.63385773,suffolk,1501373,new york
52731,40.91491699,-72.63385773,suffolk,1501373,new york
52732,40.90918732,-72.6166687,suffolk,1501373,new york
52733,40.90918732,-72.5708313,suffolk,1501373,new york
52734,40.89772797,-72.54219055,suffolk,1501373,new york
52735,40.87480927,-72.53646088,suffolk,1501373,new york
52736,40.85189056,-72.55364227,suffolk,1501373,new york
52737,40.85189056,-72.50780487,suffolk,1501373,new york
52738,40.86907959,-72.46769714,suffolk,1501373,new york
52739,40.89772797,-72.49635315,suffolk,1501373,new york
52740,40.90918732,-72.45624542,suffolk,1501373,new york
52741,40.93783569,-72.4390564,suffolk,1501373,new york
52742,40.94356537,-72.4161377,suffolk,1501373,new york
52743,40.96075439,-72.39894867,suffolk,1501373,new york
52744,40.9836731,-72.39321899,suffolk,1501373,new york
52745,41.00086212,-72.37602997,suffolk,1501373,new york
52746,41.00086212,-72.34738159,suffolk,1501373,new york
52747,41.02378082,-72.33592224,suffolk,1501373,new york
52748,41.00086212,-72.31300354,suffolk,1501373,new york
52749,41.00086212,-72.28435516,suffolk,1501373,new york
52750,41.01231766,-72.26716614,suffolk,1501373,new york
52751,41.02950668,-72.24424744,suffolk,1501373,new york
52752,41.01804733,-72.21560669,suffolk,1501373,new york
52753,41.02378082,-72.19841003,suffolk,1501373,new york
52754,41.04096603,-72.18122101,suffolk,1501373,new york
52755,41.04096603,-72.16403961,suffolk,1501373,new york
52756,41.01231766,-72.14684296,suffolk,1501373,new york
52757,41.00658798,-72.10100555,suffolk,1501373,new york
52758,41.01804733,-72.04371643,suffolk,1501373,new york
52759,41.04096603,-72.00933838,suffolk,1501373,new york
52760,41.05815506,-71.98069,suffolk,1501373,new york
52761,41.07534409,-71.9291153,suffolk,1501373,new york
52762,41.07534409,-71.8890152,suffolk,1501373,new york
52763,41.06961441,-71.87755585,suffolk,1501373,new york
52764,41.04669952,-71.88328552,suffolk,1501373,new york
52765,41.02950668,-71.90047455,suffolk,1501373,new york
52766,40.98939896,-72.0265274,suffolk,1501373,new york
52767,40.95502472,-72.11820221,suffolk,1501373,new york
52768,40.91491699,-72.24424744,suffolk,1501373,new york
52769,40.85762024,-72.34738159,suffolk,1501373,new york
52770,40.80605316,-72.55364227,suffolk,1501373,new york
52771,40.7086525,-72.82293701,suffolk,1501373,new york
